vignette_id,run_id,model,d_i,n_voices_in_run
BANCO-004,9,deepseek/deepseek-v4-pro,0.1093233256,16
BANCO-004,9,google/gemma-4-31b-it,0.0972669135,16
BANCO-004,10,openai/gpt-4o,0.1237810104,15
BANCO-004,10,anthropic/claude-sonnet-4.5,0.0935920971,15
BANCO-004,10,google/gemini-2.5-flash,0.0956637334,15
BANCO-004,10,mistralai/ministral-14b-2512,0.1634531526,15
BANCO-004,10,mistralai/mistral-large-2512,0.1070173997,15
BANCO-004,10,qwen/qwen3.7-plus,0.0858858583,15
BANCO-004,10,x-ai/grok-4.3,0.1193752183,15
BANCO-004,10,google/gemini-3-flash-preview,0.0969952793,15
BANCO-004,10,anthropic/claude-haiku-4.5,0.0918964028,15
BANCO-004,10,google/gemma-4-26b-a4b-it,0.0980541492,15
BANCO-004,10,deepseek/deepseek-v4-flash,0.0888584235,15
BANCO-004,10,minimax/minimax-m3,0.1094111868,15
BANCO-004,10,z-ai/glm-5.2,0.1022029961,15
BANCO-004,10,deepseek/deepseek-v4-pro,0.0910617151,15
BANCO-004,10,google/gemma-4-31b-it,0.0984870019,15
BANCO-004,11,openai/gpt-4o,0.1196584135,16
BANCO-004,11,anthropic/claude-sonnet-4.5,0.1016111382,16
BANCO-004,11,google/gemini-2.5-flash,0.1053042098,16
BANCO-004,11,mistralai/ministral-14b-2512,0.1509438295,16
BANCO-004,11,mistralai/mistral-large-2512,0.1281775595,16
BANCO-004,11,meta-llama/llama-3.3-70b-instruct,0.1190553283,16
BANCO-004,11,qwen/qwen3.7-plus,0.0895944377,16
BANCO-004,11,x-ai/grok-4.3,0.1274832133,16
BANCO-004,11,google/gemini-3-flash-preview,0.1018466292,16
BANCO-004,11,anthropic/claude-haiku-4.5,0.0974772363,16
BANCO-004,11,google/gemma-4-26b-a4b-it,0.0963803722,16
BANCO-004,11,deepseek/deepseek-v4-flash,0.0817348307,16
BANCO-004,11,minimax/minimax-m3,0.0955332788,16
BANCO-004,11,z-ai/glm-5.2,0.1128437354,16
BANCO-004,11,deepseek/deepseek-v4-pro,0.0925075003,16
BANCO-004,11,google/gemma-4-31b-it,0.1210502734,16
BANCO-004,12,openai/gpt-4o,0.1248838403,16
BANCO-004,12,anthropic/claude-sonnet-4.5,0.1014048236,16
BANCO-004,12,google/gemini-2.5-flash,0.0936788711,16
BANCO-004,12,mistralai/ministral-14b-2512,0.1501497032,16
BANCO-004,12,mistralai/mistral-large-2512,0.1319357946,16
BANCO-004,12,meta-llama/llama-3.3-70b-instruct,0.1270091969,16
BANCO-004,12,qwen/qwen3.7-plus,0.0962307289,16
BANCO-004,12,x-ai/grok-4.3,0.1301480890,16
BANCO-004,12,google/gemini-3-flash-preview,0.0917854757,16
BANCO-004,12,anthropic/claude-haiku-4.5,0.1020330881,16
BANCO-004,12,google/gemma-4-26b-a4b-it,0.0916826438,16
BANCO-004,12,deepseek/deepseek-v4-flash,0.0865365754,16
BANCO-004,12,minimax/minimax-m3,0.0976587056,16
BANCO-004,12,z-ai/glm-5.2,0.0871102016,16
BANCO-004,12,deepseek/deepseek-v4-pro,0.1258787407,16
BANCO-004,12,google/gemma-4-31b-it,0.0909774350,16
BANCO-004,13,openai/gpt-4o,0.1295500316,16
BANCO-004,13,anthropic/claude-sonnet-4.5,0.0998809492,16
BANCO-004,13,google/gemini-2.5-flash,0.0983272581,16
BANCO-004,13,mistralai/ministral-14b-2512,0.1620510854,16
BANCO-004,13,mistralai/mistral-large-2512,0.1524546339,16
BANCO-004,13,meta-llama/llama-3.3-70b-instruct,0.1400494206,16
BANCO-004,13,qwen/qwen3.7-plus,0.0924127909,16
BANCO-004,13,x-ai/grok-4.3,0.1307704937,16
BANCO-004,13,google/gemini-3-flash-preview,0.0875164754,16
BANCO-004,13,anthropic/claude-haiku-4.5,0.0972133075,16
BANCO-004,13,google/gemma-4-26b-a4b-it,0.0976077110,16
BANCO-004,13,deepseek/deepseek-v4-flash,0.1004851390,16
BANCO-004,13,minimax/minimax-m3,0.1088021134,16
BANCO-004,13,z-ai/glm-5.2,0.1055955718,16
BANCO-004,13,deepseek/deepseek-v4-pro,0.1247384429,16
BANCO-004,13,google/gemma-4-31b-it,0.0948410732,16
BANCO-004,14,openai/gpt-4o,0.1236815370,16
BANCO-004,14,anthropic/claude-sonnet-4.5,0.1038572333,16
BANCO-004,14,google/gemini-2.5-flash,0.0874867558,16
BANCO-004,14,mistralai/ministral-14b-2512,0.1463914130,16
BANCO-004,14,mistralai/mistral-large-2512,0.1407523518,16
BANCO-004,14,meta-llama/llama-3.3-70b-instruct,0.1164814788,16
BANCO-004,14,qwen/qwen3.7-plus,0.1000808405,16
BANCO-004,14,x-ai/grok-4.3,0.1159266063,16
BANCO-004,14,google/gemini-3-flash-preview,0.0943310537,16
BANCO-004,14,anthropic/claude-haiku-4.5,0.1004319742,16
BANCO-004,14,google/gemma-4-26b-a4b-it,0.0996427710,16
BANCO-004,14,deepseek/deepseek-v4-flash,0.0875672711,16
BANCO-004,14,minimax/minimax-m3,0.1195409119,16
BANCO-004,14,z-ai/glm-5.2,0.1216894254,16
BANCO-004,14,deepseek/deepseek-v4-pro,0.0955532479,16
BANCO-004,14,google/gemma-4-31b-it,0.1013381908,16
BANCO-004,15,openai/gpt-4o,0.1243640133,16
BANCO-004,15,anthropic/claude-sonnet-4.5,0.0979005463,16
BANCO-004,15,google/gemini-2.5-flash,0.0876724043,16
BANCO-004,15,mistralai/ministral-14b-2512,0.1426406022,16
BANCO-004,15,mistralai/mistral-large-2512,0.1206060450,16
BANCO-004,15,meta-llama/llama-3.3-70b-instruct,0.1276499028,16
BANCO-004,15,qwen/qwen3.7-plus,0.0893327906,16
BANCO-004,15,x-ai/grok-4.3,0.1026859651,16
BANCO-004,15,google/gemini-3-flash-preview,0.0926273940,16
BANCO-004,15,anthropic/claude-haiku-4.5,0.0972456241,16
BANCO-004,15,google/gemma-4-26b-a4b-it,0.0822023748,16
BANCO-004,15,deepseek/deepseek-v4-flash,0.0842706479,16
BANCO-004,15,minimax/minimax-m3,0.1023514330,16
BANCO-004,15,z-ai/glm-5.2,0.1076569367,16
BANCO-004,15,deepseek/deepseek-v4-pro,0.0946061075,16
BANCO-004,15,google/gemma-4-31b-it,0.0951571695,16
BANCO-004,16,openai/gpt-4o,0.1439158208,16
BANCO-004,16,anthropic/claude-sonnet-4.5,0.0843954279,16
BANCO-004,16,google/gemini-2.5-flash,0.0973701601,16
BANCO-004,16,mistralai/ministral-14b-2512,0.1430591294,16
BANCO-004,16,mistralai/mistral-large-2512,0.1255587101,16
BANCO-004,16,meta-llama/llama-3.3-70b-instruct,0.1203945175,16
BANCO-004,16,qwen/qwen3.7-plus,0.0894348217,16
BANCO-004,16,x-ai/grok-4.3,0.1099662054,16
BANCO-004,16,google/gemini-3-flash-preview,0.0971424271,16
BANCO-004,16,anthropic/claude-haiku-4.5,0.1277974638,16
BANCO-004,16,google/gemma-4-26b-a4b-it,0.0941504543,16
BANCO-004,16,deepseek/deepseek-v4-flash,0.0933222294,16
BANCO-004,16,minimax/minimax-m3,0.0947911875,16
BANCO-004,16,z-ai/glm-5.2,0.1013478609,16
BANCO-004,16,deepseek/deepseek-v4-pro,0.1062069385,16
BANCO-004,16,google/gemma-4-31b-it,0.0976705446,16
BANCO-004,17,openai/gpt-4o,0.1245596898,16
BANCO-004,17,anthropic/claude-sonnet-4.5,0.1195416909,16
BANCO-004,17,google/gemini-2.5-flash,0.1055910689,16
BANCO-004,17,mistralai/ministral-14b-2512,0.1655041367,16
BANCO-004,17,mistralai/mistral-large-2512,0.1401849501,16
BANCO-004,17,meta-llama/llama-3.3-70b-instruct,0.1445268003,16
BANCO-004,17,qwen/qwen3.7-plus,0.1077771227,16
BANCO-004,17,x-ai/grok-4.3,0.1315707086,16
BANCO-004,17,google/gemini-3-flash-preview,0.1144095052,16
BANCO-004,17,anthropic/claude-haiku-4.5,0.1212960353,16
BANCO-004,17,google/gemma-4-26b-a4b-it,0.1062539094,16
BANCO-004,17,deepseek/deepseek-v4-flash,0.1008222531,16
BANCO-004,17,minimax/minimax-m3,0.1233635427,16
BANCO-004,17,z-ai/glm-5.2,0.1170705338,16
BANCO-004,17,deepseek/deepseek-v4-pro,0.1064928260,16
BANCO-004,17,google/gemma-4-31b-it,0.1108099664,16
BANCO-004,18,openai/gpt-4o,0.1318086225,16
BANCO-004,18,anthropic/claude-sonnet-4.5,0.1039717759,16
BANCO-004,18,google/gemini-2.5-flash,0.0997730421,16
BANCO-004,18,mistralai/ministral-14b-2512,0.1600725075,16
BANCO-004,18,mistralai/mistral-large-2512,0.1136554099,16
BANCO-004,18,meta-llama/llama-3.3-70b-instruct,0.1227051097,16
BANCO-004,18,qwen/qwen3.7-plus,0.0892487182,16
BANCO-004,18,x-ai/grok-4.3,0.1181308509,16
BANCO-004,18,google/gemini-3-flash-preview,0.1028815437,16
BANCO-004,18,anthropic/claude-haiku-4.5,0.0928727166,16
BANCO-004,18,google/gemma-4-26b-a4b-it,0.0898543723,16
BANCO-004,18,deepseek/deepseek-v4-flash,0.0950174503,16
BANCO-004,18,minimax/minimax-m3,0.1404295464,16
BANCO-004,18,z-ai/glm-5.2,0.0950598974,16
BANCO-004,18,deepseek/deepseek-v4-pro,0.0952558470,16
BANCO-004,18,google/gemma-4-31b-it,0.0946968517,16
BANCO-004,19,openai/gpt-4o,0.1226878432,16
BANCO-004,19,anthropic/claude-sonnet-4.5,0.1011516725,16
BANCO-004,19,google/gemini-2.5-flash,0.0922002540,16
BANCO-004,19,mistralai/ministral-14b-2512,0.1517914086,16
BANCO-004,19,mistralai/mistral-large-2512,0.1278328554,16
BANCO-004,19,meta-llama/llama-3.3-70b-instruct,0.1350212479,16
BANCO-004,19,qwen/qwen3.7-plus,0.0883535647,16
BANCO-004,19,x-ai/grok-4.3,0.1287011026,16
BANCO-004,19,google/gemini-3-flash-preview,0.0898509933,16
BANCO-004,19,anthropic/claude-haiku-4.5,0.1106771716,16
BANCO-004,19,google/gemma-4-26b-a4b-it,0.0972051654,16
BANCO-004,19,deepseek/deepseek-v4-flash,0.0994081991,16
BANCO-004,19,minimax/minimax-m3,0.0973313063,16
BANCO-004,19,z-ai/glm-5.2,0.1018778968,16
BANCO-004,19,deepseek/deepseek-v4-pro,0.1025418454,16
BANCO-004,19,google/gemma-4-31b-it,0.0853406102,16
BANCO-004,20,openai/gpt-4o,0.1542142317,16
BANCO-004,20,anthropic/claude-sonnet-4.5,0.0966436254,16
BANCO-004,20,google/gemini-2.5-flash,0.1114555666,16
BANCO-004,20,mistralai/ministral-14b-2512,0.1469081158,16
BANCO-004,20,mistralai/mistral-large-2512,0.1348026319,16
BANCO-004,20,meta-llama/llama-3.3-70b-instruct,0.1362891620,16
BANCO-004,20,qwen/qwen3.7-plus,0.1015865769,16
BANCO-004,20,x-ai/grok-4.3,0.1219947705,16
BANCO-004,20,google/gemini-3-flash-preview,0.1122212779,16
BANCO-004,20,anthropic/claude-haiku-4.5,0.1004831585,16
BANCO-004,20,google/gemma-4-26b-a4b-it,0.0929625345,16
BANCO-004,20,deepseek/deepseek-v4-flash,0.0950476266,16
BANCO-004,20,minimax/minimax-m3,0.1025199707,16
BANCO-004,20,z-ai/glm-5.2,0.1046520020,16
BANCO-004,20,deepseek/deepseek-v4-pro,0.1337006989,16
BANCO-004,20,google/gemma-4-31b-it,0.1055010057,16
BANCO-004,21,openai/gpt-4o,0.1313928294,16
BANCO-004,21,anthropic/claude-sonnet-4.5,0.1035524571,16
BANCO-004,21,google/gemini-2.5-flash,0.1069368630,16
BANCO-004,21,mistralai/ministral-14b-2512,0.1422470847,16
BANCO-004,21,mistralai/mistral-large-2512,0.1265676573,16
BANCO-004,21,meta-llama/llama-3.3-70b-instruct,0.1429315527,16
BANCO-004,21,qwen/qwen3.7-plus,0.0941637439,16
BANCO-004,21,x-ai/grok-4.3,0.1197083418,16
BANCO-004,21,google/gemini-3-flash-preview,0.1074489180,16
BANCO-004,21,anthropic/claude-haiku-4.5,0.0993398368,16
BANCO-004,21,google/gemma-4-26b-a4b-it,0.1190890895,16
BANCO-004,21,deepseek/deepseek-v4-flash,0.0954409620,16
BANCO-004,21,minimax/minimax-m3,0.1202100905,16
BANCO-004,21,z-ai/glm-5.2,0.0946243425,16
BANCO-004,21,deepseek/deepseek-v4-pro,0.0997347479,16
BANCO-004,21,google/gemma-4-31b-it,0.1119670559,16
BANCO-004,22,openai/gpt-4o,0.1258039491,16
BANCO-004,22,anthropic/claude-sonnet-4.5,0.1051100356,16
BANCO-004,22,google/gemini-2.5-flash,0.1114090635,16
BANCO-004,22,mistralai/ministral-14b-2512,0.1882635303,16
BANCO-004,22,mistralai/mistral-large-2512,0.1312903847,16
BANCO-004,22,meta-llama/llama-3.3-70b-instruct,0.1364539457,16
BANCO-004,22,qwen/qwen3.7-plus,0.0897748556,16
BANCO-004,22,x-ai/grok-4.3,0.1013073247,16
BANCO-004,22,google/gemini-3-flash-preview,0.0918904230,16
BANCO-004,22,anthropic/claude-haiku-4.5,0.0933027135,16
BANCO-004,22,google/gemma-4-26b-a4b-it,0.0974070566,16
BANCO-004,22,deepseek/deepseek-v4-flash,0.0913567195,16
BANCO-004,22,minimax/minimax-m3,0.1157100145,16
BANCO-004,22,z-ai/glm-5.2,0.1002066788,16
BANCO-004,22,deepseek/deepseek-v4-pro,0.1068281947,16
BANCO-004,22,google/gemma-4-31b-it,0.1136577071,16
BANCO-004,23,openai/gpt-4o,0.1323542862,16
BANCO-004,23,anthropic/claude-sonnet-4.5,0.1128585088,16
BANCO-004,23,google/gemini-2.5-flash,0.1008380646,16
BANCO-004,23,mistralai/ministral-14b-2512,0.1352228890,16
BANCO-004,23,mistralai/mistral-large-2512,0.1331717164,16
BANCO-004,23,meta-llama/llama-3.3-70b-instruct,0.1316295865,16
BANCO-004,23,qwen/qwen3.7-plus,0.1041786448,16
BANCO-004,23,x-ai/grok-4.3,0.1237921972,16
BANCO-004,23,google/gemini-3-flash-preview,0.1035992265,16
BANCO-004,23,anthropic/claude-haiku-4.5,0.1093627669,16
BANCO-004,23,google/gemma-4-26b-a4b-it,0.1083562915,16
BANCO-004,23,deepseek/deepseek-v4-flash,0.0908321998,16
BANCO-004,23,minimax/minimax-m3,0.1070395758,16
BANCO-004,23,z-ai/glm-5.2,0.1109388486,16
BANCO-004,23,deepseek/deepseek-v4-pro,0.0921763152,16
BANCO-004,23,google/gemma-4-31b-it,0.1197292905,16
BANCO-004,24,openai/gpt-4o,0.1304722687,16
BANCO-004,24,anthropic/claude-sonnet-4.5,0.0937868095,16
BANCO-004,24,google/gemini-2.5-flash,0.0935780751,16
BANCO-004,24,mistralai/ministral-14b-2512,0.1468107866,16
BANCO-004,24,mistralai/mistral-large-2512,0.1341859738,16
BANCO-004,24,meta-llama/llama-3.3-70b-instruct,0.1226608935,16
BANCO-004,24,qwen/qwen3.7-plus,0.0982743271,16
BANCO-004,24,x-ai/grok-4.3,0.1257285915,16
BANCO-004,24,google/gemini-3-flash-preview,0.0967101986,16
BANCO-004,24,anthropic/claude-haiku-4.5,0.0962036717,16
BANCO-004,24,google/gemma-4-26b-a4b-it,0.1067847042,16
BANCO-004,24,deepseek/deepseek-v4-flash,0.0854709515,16
BANCO-004,24,minimax/minimax-m3,0.0919713623,16
BANCO-004,24,z-ai/glm-5.2,0.1253742249,16
BANCO-004,24,deepseek/deepseek-v4-pro,0.1120911777,16
BANCO-004,24,google/gemma-4-31b-it,0.0941543752,16
BANCO-004,25,openai/gpt-4o,0.1326208216,16
BANCO-004,25,anthropic/claude-sonnet-4.5,0.0974675921,16
BANCO-004,25,google/gemini-2.5-flash,0.0982236682,16
BANCO-004,25,mistralai/ministral-14b-2512,0.1423343735,16
BANCO-004,25,mistralai/mistral-large-2512,0.1203447683,16
BANCO-004,25,meta-llama/llama-3.3-70b-instruct,0.1151311917,16
BANCO-004,25,qwen/qwen3.7-plus,0.0923323458,16
BANCO-004,25,x-ai/grok-4.3,0.1300472691,16
BANCO-004,25,google/gemini-3-flash-preview,0.0936431307,16
BANCO-004,25,anthropic/claude-haiku-4.5,0.1090482355,16
BANCO-004,25,google/gemma-4-26b-a4b-it,0.0881225928,16
BANCO-004,25,deepseek/deepseek-v4-flash,0.0867428422,16
BANCO-004,25,minimax/minimax-m3,0.1038526079,16
BANCO-004,25,z-ai/glm-5.2,0.0940553896,16
BANCO-004,25,deepseek/deepseek-v4-pro,0.0875728627,16
BANCO-004,25,google/gemma-4-31b-it,0.0978746800,16
BANCO-004,26,openai/gpt-4o,0.1347699022,16
BANCO-004,26,anthropic/claude-sonnet-4.5,0.1055413246,16
BANCO-004,26,google/gemini-2.5-flash,0.0951969734,16
BANCO-004,26,mistralai/ministral-14b-2512,0.1787818486,16
BANCO-004,26,mistralai/mistral-large-2512,0.1438309678,16
BANCO-004,26,meta-llama/llama-3.3-70b-instruct,0.1268388768,16
BANCO-004,26,qwen/qwen3.7-plus,0.0961244560,16
BANCO-004,26,x-ai/grok-4.3,0.1287995050,16
BANCO-004,26,google/gemini-3-flash-preview,0.1048550242,16
BANCO-004,26,anthropic/claude-haiku-4.5,0.0977533509,16
BANCO-004,26,google/gemma-4-26b-a4b-it,0.0986674530,16
BANCO-004,26,deepseek/deepseek-v4-flash,0.0951422915,16
BANCO-004,26,minimax/minimax-m3,0.1322233309,16
BANCO-004,26,z-ai/glm-5.2,0.1211890610,16
BANCO-004,26,deepseek/deepseek-v4-pro,0.1034590078,16
BANCO-004,26,google/gemma-4-31b-it,0.0977184645,16
BANCO-004,27,openai/gpt-4o,0.1240044878,16
BANCO-004,27,anthropic/claude-sonnet-4.5,0.1108733867,16
BANCO-004,27,google/gemini-2.5-flash,0.1076513159,16
BANCO-004,27,mistralai/ministral-14b-2512,0.1563121695,16
BANCO-004,27,mistralai/mistral-large-2512,0.1449827450,16
BANCO-004,27,meta-llama/llama-3.3-70b-instruct,0.1265322685,16
BANCO-004,27,qwen/qwen3.7-plus,0.0894671189,16
BANCO-004,27,x-ai/grok-4.3,0.1374195230,16
BANCO-004,27,google/gemini-3-flash-preview,0.0892638424,16
BANCO-004,27,anthropic/claude-haiku-4.5,0.1171141857,16
BANCO-004,27,google/gemma-4-26b-a4b-it,0.0961689593,16
BANCO-004,27,deepseek/deepseek-v4-flash,0.0998296107,16
BANCO-004,27,minimax/minimax-m3,0.1071865502,16
BANCO-004,27,z-ai/glm-5.2,0.0996422256,16
BANCO-004,27,deepseek/deepseek-v4-pro,0.0955216247,16
BANCO-004,27,google/gemma-4-31b-it,0.0955429835,16
BANCO-004,28,openai/gpt-4o,0.1322929825,16
BANCO-004,28,anthropic/claude-sonnet-4.5,0.1061651152,16
BANCO-004,28,google/gemini-2.5-flash,0.0998437327,16
BANCO-004,28,mistralai/ministral-14b-2512,0.1499972125,16
BANCO-004,28,mistralai/mistral-large-2512,0.1388327970,16
BANCO-004,28,meta-llama/llama-3.3-70b-instruct,0.1348915511,16
BANCO-004,28,qwen/qwen3.7-plus,0.1105094725,16
BANCO-004,28,x-ai/grok-4.3,0.1270233607,16
BANCO-004,28,google/gemini-3-flash-preview,0.1054104476,16
BANCO-004,28,anthropic/claude-haiku-4.5,0.1258841820,16
BANCO-004,28,google/gemma-4-26b-a4b-it,0.0933707677,16
BANCO-004,28,deepseek/deepseek-v4-flash,0.1087001205,16
BANCO-004,28,minimax/minimax-m3,0.1455720085,16
BANCO-004,28,z-ai/glm-5.2,0.0927315267,16
BANCO-004,28,deepseek/deepseek-v4-pro,0.1144079359,16
BANCO-004,28,google/gemma-4-31b-it,0.1163086022,16
BANCO-004,29,openai/gpt-4o,0.1905114238,16
BANCO-004,29,anthropic/claude-sonnet-4.5,0.0965256971,16
BANCO-004,29,google/gemini-2.5-flash,0.1009620471,16
BANCO-004,29,mistralai/ministral-14b-2512,0.1599175653,16
BANCO-004,29,mistralai/mistral-large-2512,0.1433999759,16
BANCO-004,29,meta-llama/llama-3.3-70b-instruct,0.1300150885,16
BANCO-004,29,qwen/qwen3.7-plus,0.1044678523,16
BANCO-004,29,x-ai/grok-4.3,0.1198793563,16
BANCO-004,29,google/gemini-3-flash-preview,0.1021714843,16
BANCO-004,29,anthropic/claude-haiku-4.5,0.1159598362,16
BANCO-004,29,google/gemma-4-26b-a4b-it,0.0998716710,16
BANCO-004,29,deepseek/deepseek-v4-flash,0.0922952688,16
BANCO-004,29,minimax/minimax-m3,0.1431564293,16
BANCO-004,29,z-ai/glm-5.2,0.1052873360,16
BANCO-004,29,deepseek/deepseek-v4-pro,0.1192223152,16
BANCO-004,29,google/gemma-4-31b-it,0.1022322447,16
BANCO-004,30,openai/gpt-4o,0.1413436477,16
BANCO-004,30,anthropic/claude-sonnet-4.5,0.0998235159,16
BANCO-004,30,google/gemini-2.5-flash,0.0981147501,16
BANCO-004,30,mistralai/ministral-14b-2512,0.1628206514,16
BANCO-004,30,mistralai/mistral-large-2512,0.1192752065,16
BANCO-004,30,meta-llama/llama-3.3-70b-instruct,0.1313770193,16
BANCO-004,30,qwen/qwen3.7-plus,0.0906071661,16
BANCO-004,30,x-ai/grok-4.3,0.1078053295,16
BANCO-004,30,google/gemini-3-flash-preview,0.1061135358,16
BANCO-004,30,anthropic/claude-haiku-4.5,0.1093844577,16
BANCO-004,30,google/gemma-4-26b-a4b-it,0.1029926152,16
BANCO-004,30,deepseek/deepseek-v4-flash,0.0862546669,16
BANCO-004,30,minimax/minimax-m3,0.1095656982,16
BANCO-004,30,z-ai/glm-5.2,0.1072285849,16
BANCO-004,30,deepseek/deepseek-v4-pro,0.1055391971,16
BANCO-004,30,google/gemma-4-31b-it,0.0955812466,16
BANCO-005,1,openai/gpt-4o,0.1066093303,16
BANCO-005,1,anthropic/claude-sonnet-4.5,0.0928317719,16
BANCO-005,1,google/gemini-2.5-flash,0.0873258604,16
BANCO-005,1,mistralai/ministral-14b-2512,0.1272659387,16
BANCO-005,1,mistralai/mistral-large-2512,0.1009093767,16
BANCO-005,1,meta-llama/llama-3.3-70b-instruct,0.1064066417,16
BANCO-005,1,qwen/qwen3.7-plus,0.0822102716,16
BANCO-005,1,x-ai/grok-4.3,0.1087322502,16
BANCO-005,1,google/gemini-3-flash-preview,0.0774730913,16
BANCO-005,1,anthropic/claude-haiku-4.5,0.1119860724,16
BANCO-005,1,google/gemma-4-26b-a4b-it,0.0824029638,16
BANCO-005,1,deepseek/deepseek-v4-flash,0.0970115575,16
BANCO-005,1,minimax/minimax-m3,0.0957884892,16
BANCO-005,1,z-ai/glm-5.2,0.1065240274,16
BANCO-005,1,deepseek/deepseek-v4-pro,0.0895654508,16
BANCO-005,1,google/gemma-4-31b-it,0.0948473130,16
BANCO-005,2,openai/gpt-4o,0.1055328825,16
BANCO-005,2,anthropic/claude-sonnet-4.5,0.0791887983,16
BANCO-005,2,google/gemini-2.5-flash,0.0705633052,16
BANCO-005,2,mistralai/ministral-14b-2512,0.1177151068,16
BANCO-005,2,mistralai/mistral-large-2512,0.0952365151,16
BANCO-005,2,meta-llama/llama-3.3-70b-instruct,0.0993697693,16
BANCO-005,2,qwen/qwen3.7-plus,0.0787984752,16
BANCO-005,2,x-ai/grok-4.3,0.0995590281,16
BANCO-005,2,google/gemini-3-flash-preview,0.0711186963,16
BANCO-005,2,anthropic/claude-haiku-4.5,0.0899567513,16
BANCO-005,2,google/gemma-4-26b-a4b-it,0.0714592042,16
BANCO-005,2,deepseek/deepseek-v4-flash,0.0773013272,16
BANCO-005,2,minimax/minimax-m3,0.0798160678,16
BANCO-005,2,z-ai/glm-5.2,0.0971720352,16
BANCO-005,2,deepseek/deepseek-v4-pro,0.0783044020,16
BANCO-005,2,google/gemma-4-31b-it,0.0767682265,16
BANCO-005,3,openai/gpt-4o,0.0989166131,15
BANCO-005,3,anthropic/claude-sonnet-4.5,0.0910267730,15
BANCO-005,3,google/gemini-2.5-flash,0.0840939774,15
BANCO-005,3,mistralai/ministral-14b-2512,0.1000380399,15
BANCO-005,3,mistralai/mistral-large-2512,0.0909072588,15
BANCO-005,3,meta-llama/llama-3.3-70b-instruct,0.1055063821,15
BANCO-005,3,qwen/qwen3.7-plus,0.0692500715,15
BANCO-005,3,x-ai/grok-4.3,0.1051887784,15
BANCO-005,3,google/gemini-3-flash-preview,0.0676822956,15
BANCO-005,3,anthropic/claude-haiku-4.5,0.0849603267,15
BANCO-005,3,google/gemma-4-26b-a4b-it,0.0674757002,15
BANCO-005,3,deepseek/deepseek-v4-flash,0.0894397709,15
BANCO-005,3,z-ai/glm-5.2,0.0790020293,15
BANCO-005,3,deepseek/deepseek-v4-pro,0.0826972293,15
BANCO-005,3,google/gemma-4-31b-it,0.0767798239,15
BANCO-005,4,openai/gpt-4o,0.1184139532,16
BANCO-005,4,anthropic/claude-sonnet-4.5,0.0894532747,16
BANCO-005,4,google/gemini-2.5-flash,0.0919432923,16
BANCO-005,4,mistralai/ministral-14b-2512,0.1222507327,16
BANCO-005,4,mistralai/mistral-large-2512,0.0934326256,16
BANCO-005,4,meta-llama/llama-3.3-70b-instruct,0.1136966114,16
BANCO-005,4,qwen/qwen3.7-plus,0.0830048425,16
BANCO-005,4,x-ai/grok-4.3,0.1500855430,16
BANCO-005,4,google/gemini-3-flash-preview,0.0717646104,16
BANCO-005,4,anthropic/claude-haiku-4.5,0.1117232846,16
BANCO-005,4,google/gemma-4-26b-a4b-it,0.0799807868,16
BANCO-005,4,deepseek/deepseek-v4-flash,0.0744906678,16
BANCO-005,4,minimax/minimax-m3,0.0966046923,16
BANCO-005,4,z-ai/glm-5.2,0.0959457039,16
BANCO-005,4,deepseek/deepseek-v4-pro,0.0856181248,16
BANCO-005,4,google/gemma-4-31b-it,0.0799278197,16
BANCO-005,5,openai/gpt-4o,0.0985200325,16
BANCO-005,5,anthropic/claude-sonnet-4.5,0.0756088958,16
BANCO-005,5,google/gemini-2.5-flash,0.0747249027,16
BANCO-005,5,mistralai/ministral-14b-2512,0.1267199551,16
BANCO-005,5,mistralai/mistral-large-2512,0.1052276807,16
BANCO-005,5,meta-llama/llama-3.3-70b-instruct,0.1089713115,16
BANCO-005,5,qwen/qwen3.7-plus,0.0764138322,16
BANCO-005,5,x-ai/grok-4.3,0.0897999392,16
BANCO-005,5,google/gemini-3-flash-preview,0.0852281345,16
BANCO-005,5,anthropic/claude-haiku-4.5,0.0857874896,16
BANCO-005,5,google/gemma-4-26b-a4b-it,0.0883382381,16
BANCO-005,5,deepseek/deepseek-v4-flash,0.0748064943,16
BANCO-005,5,minimax/minimax-m3,0.1153844073,16
BANCO-005,5,z-ai/glm-5.2,0.0746259462,16
BANCO-005,5,deepseek/deepseek-v4-pro,0.0759362057,16
BANCO-005,5,google/gemma-4-31b-it,0.0750401325,16
BANCO-005,6,openai/gpt-4o,0.0950985397,16
BANCO-005,6,anthropic/claude-sonnet-4.5,0.0812594976,16
BANCO-005,6,google/gemini-2.5-flash,0.0931218566,16
BANCO-005,6,mistralai/ministral-14b-2512,0.1140563690,16
BANCO-005,6,mistralai/mistral-large-2512,0.1164852586,16
BANCO-005,6,meta-llama/llama-3.3-70b-instruct,0.1046839613,16
BANCO-005,6,qwen/qwen3.7-plus,0.0717960307,16
BANCO-005,6,x-ai/grok-4.3,0.0969977837,16
BANCO-005,6,google/gemini-3-flash-preview,0.0695741466,16
BANCO-005,6,anthropic/claude-haiku-4.5,0.0868744050,16
BANCO-005,6,google/gemma-4-26b-a4b-it,0.0796494728,16
BANCO-005,6,deepseek/deepseek-v4-flash,0.1019877035,16
BANCO-005,6,minimax/minimax-m3,0.0815668800,16
BANCO-005,6,z-ai/glm-5.2,0.0789691625,16
BANCO-005,6,deepseek/deepseek-v4-pro,0.0741167841,16
